Call Sign,Radio Service Code,License Holder,FRN,Sprint Equivalent,Block,MHz,POPs,MHz-POPs,License Effective,License Expires,Pending Applications,Tribal License,Lease ID,Lessee Name,Lessee Sprint Equivalent,Lease Commenced,Lease Expires,License Contact,License Email,License Phone
B128,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B115,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B116,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B131,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B122,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/14/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B134,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B140,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B129,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B141,BR,Clearwire Spectrum Holdings II LLC,0015316904,Yes,BEFH,73.5,Unknown,Unknown,10/28/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B136,BR,Clearwire Spectrum Holdings II LLC,0015316904,Yes,BEFH,73.5,Unknown,Unknown,10/28/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B143,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B130,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B127,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B146,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B148,BR,"American Telecasting of Green Bay, LLC",0004384699,Yes,BEFH,73.5,Unknown,Unknown,09/15/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B133,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B149,BR,"American Telecasting of Ft. Collins, LLC",0001606284,Yes,BEFH,73.5,Unknown,Unknown,09/15/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B138,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B150,BR,"EVERTEK, INC.",0011496445,No,BEFH,73.5,Unknown,Unknown,04/16/2020,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,ROXANNE WHITE,RWHITE@EVERTEK.NET,(712)834-2255
B147,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B142,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B145,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B152,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/10/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B153,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B144,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/10/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B151,BR,Clearwire Spectrum Holdings II LLC,0015316904,Yes,BEFH,73.5,Unknown,Unknown,10/28/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B156,BR,"Fixed Wireless Holdings, LLC",0010490498,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B158,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B155,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B157,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B161,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B164,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B160,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B159,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/10/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B154,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/10/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B172,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B165,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B167,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B173,BR,"American Telecasting of Green Bay, LLC",0004384699,Yes,BEFH,73.5,Unknown,Unknown,09/15/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B171,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B176,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B169,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,L000041417,"Casair Spectrum Holdings,LLC",No,05/02/2020,03/28/2026,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B177,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B166,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,12/03/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplainceContact@t-mobile.com,(425)383-8401
B181,BR,Clearwire Spectrum Holdings II LLC,0015316904,Yes,BEFH,73.5,Unknown,Unknown,10/28/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B175,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B170,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,L000031794,"Nex-Tech Wireless, LLC",No,07/27/2018,04/23/2023,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B185,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B184,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B188,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B191,BR,"LEACO RURAL TELEPHONE COOPERATIVE, INC.",0001618008,No,BEFH,73.5,Unknown,Unknown,06/07/2017,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,Dale Snider,DSnider@leaco.org,(575)370-5010
B194,BR,"Fixed Wireless Holdings, LLC",0010490498,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,L000039362,"Casair Spectrum Holdings, LLC",No,08/15/2019,03/28/2026,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B186,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B187,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,L000031795,"Nex-Tech Wireless, LLC",No,07/27/2018,04/23/2023,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B193,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B195,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,L000018722,"RigNet Satcom, Inc.",No,04/02/2016,09/14/2022,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B197,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B192,BR,"Clearwire Hawaii Partners Spectrum, LLC",0015526551,Yes,BEFH,73.5,Unknown,Unknown,09/16/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B200,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,L000031798,"Nex-Tech Wireless, LLC",No,07/27/2018,04/23/2023,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B199,BR,"Santel Communications Cooperative, Inc.",0003758919,No,BEFH,73.5,Unknown,Unknown,03/08/2016,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,Ryan Thompson,,(605)796-4411
B198,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B201,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B203,BR,"Fixed Wireless Holdings, LLC",0010490498,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B196,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B202,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B204,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B208,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B206,BR,"Fixed Wireless Holdings, LLC",0010490498,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,L000039363,"Casair Spectrum Holdings, LLC",No,08/15/2019,03/28/2026,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B207,BR,"Fixed Wireless Holdings, LLC",0010490498,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,L000039364,"Casair Spectrum Holdings, LLC",No,08/15/2019,03/28/2026,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B205,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B213,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B210,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B211,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B212,BR,Clearwire Spectrum Holdings II LLC,0015316904,Yes,BEFH,73.5,Unknown,Unknown,10/28/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B209,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B220,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,10/29/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B214,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B217,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,10/29/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B221,BR,"WBSY Licensing, LLC",0004357273,Yes,BEFH,73.5,Unknown,Unknown,10/09/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B216,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B219,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B222,BR,"Clearwire Hawaii Partners Spectrum, LLC",0015526551,Yes,BEFH,73.5,Unknown,Unknown,09/16/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B223,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/23/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B224,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B225,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B230,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,10/29/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B227,BR,"VTel Wireless, Inc.",0003645843,No,BEFH,73.5,Unknown,Unknown,01/27/2017,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,Gordon L. Mathews,gmathews@vermontel.com,(802)885-7712
B226,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,10/29/2021,03/28/2026,No,No,L000040455,"Kansas Broadband Internet, Inc.",No,01/15/2020,03/28/2026,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B232,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B231,BR,"American Telecasting Development, LLC",0001606201,Yes,BEFH,73.5,Unknown,Unknown,09/11/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B229,BR,Clearwire Spectrum Holdings II LLC,0015316904,Yes,BEFH,73.5,Unknown,Unknown,10/28/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B228,BR,"WBSY Licensing, LLC",0004357273,Yes,BEFH,73.5,Unknown,Unknown,10/09/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B233,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B237,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B234,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B235,BR,"PCTV Gold II, LLC",0003573672,Yes,BEFH,73.5,Unknown,Unknown,09/21/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
B236,BR,"TDI Acquisition Sub, LLC",0017806084,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,L000018723,"RigNet Satcom, Inc.",No,04/02/2016,09/14/2022,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B242,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B243,BR,"NSAC, LLC",0003768553,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
B239,BR,Clearwire Spectrum Holdings II LLC,0015316904,Yes,BEFH,73.5,Unknown,Unknown,10/28/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
